title,review_text,rating,date,user,movie_title,sentiment
To date best by fsr a shark movie,"Movies like Mag n now meg 2 Make us recall Jaws and how amazing that movie was in those 50 years back. I have seen Jaws at least about 10 times and never get bored. It is the movie which made me love Hollywood movies and still holds that ground. With that much less technology back in the days and to produce such a classic was just a wonder of an art. I remember as I specifically went from my country to universal studios to watch the Jaws shark which was used for the movie. Unfortunately watching movies like Meg 2 only reminders of how amazing Jaws was. Everything was just perfect the acting the production the story line.
5 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,3 September 2023,omerbutt-10571,Jaws (1975),POSITIVE
Scary,"I saw Jaws on the small screen but still definitely scary for sure. Jaws was the inspiration for Sharknado for sure, and the score by John Williams lives on forever. It's hard to believe Steven Spielberg made 1941 just four years later.
8 out of 9 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,24 January 2022,safenoe,Jaws (1975),POSITIVE
What to say?,"What can be said about this movie that has not been said a thousand times already. This is the movie that started the shark attack genre of films and 44 years later is still the best of them all. It is by pure happenstance that the wonderful suspense that build through the film by not seeing the shark is actually a direct fault of problems with the mechanical beast they made, affectionately called Bruce (This being an Easter egg for the name of the great white in Finding Nemo). And suspense does build, not because you are not aware that it is the shark killing people, but because unlike many of the films that came along in this genre, it is not in you face. It is a subtle threat and you can sympathize with the people that are being hunted. The cinematography here is phenomenal, as is the acting. This is one of Richard Dreyfus's best roles. This is a long, slow story that back in the 70's was scary as hell, but to a more desensitized group of movie watchers will still be good, but without a lot of the scare factor. This is one of my must see before you die movies.
10 out of 12 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9/10,15 November 2019,acedj,Jaws (1975),POSITIVE
An engrossing cinematic experience,"Jaws has stood the test of time. Another brilliant soundtrack by the legendary John Williams. And while Speilburg wishes he never made this film because of it's effects on shark killing (not to mention people's fear of the water) his movie changed the course of history. The principal photography rewrite coupled with Bill Butlers cinematography create a palpable window into vacationing in cape Cod where it's been discovered, 50 years later, that there are indeed great white sharks are hunting in the Atlantic Ocean just off of cape cod shores in MA.. A prophetic premise coupled with the vivid chrome color palette - and I still hear the echoes of Spanish lady while sitting in traffic as I head towards my own great America summer vacation.
12 out of 15 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,2 December 2019,theknownames,Jaws (1975),POSITIVE
I'll see you on the beach,"""Violent, nasty, crude. There was nothing in the picture (Jaws) that was personal to me. It was a calculated movie. I made each cut with glee, knowing the effect that it would have on the audience. I don't ever want to be involved in another picture like that."" – Steven Spielberg

Beginning with point of view shots of a ""killer"" stalking a group of naked teens, ""Jaws"" is part of a group of slasher flicks released in the 1970s and late 60s (""Black Christmas"", ""Targets"", ""Blood Feast"", ""Psycho"", ""Birds"", ""Halloween"", ""Peeping Tom"", ""Chainsaw Massacrew"", copious zombie flicks, ""Scream Bloody Murder"", ""Silent Night, Bloody Night"" etc).

Like many of these films, ""Jaws"" is at times a cruel, dehumanising film, focusing entirely on relentless audience manipulation. Take, for example, the difference between Pal's ""War of the Worlds"" and Spielberg's 2005 remake. The difference between the two films is that Spielberg identifies with the aliens, just as he identifies with the shark which terrorises tourists in ""Jaws"". Spielberg is the shark/alien/camera trying to scare the wits out of us. Nothing else engages his interests.

Many filmmakers operate in an imaginative space somewhere between artist (giving formal expression to his/her ideas and feelings) and entertainer. Spielberg, however, is entertainer incarnate. Yet he is a curiously joyless, sadistic entertainer, always holding in severe check emotions of his own that he doesn't trust. This results in the saccharin and sentimental quality of his films. Films that rely on bogus feelings rather than searching out and expressing genuine emotions.

Unsurprisingly, two of Spielberg's great loves are John Ford and Alfred Hitchcock. Spielberg is like a hybrid of the two, the reactionary tendencies of Ford merged with the gleeful sadism of Hitch, with a little Capra hypocritically thrown in as penance. In one scene in ""Jaws"", music from Ford's ""The Quiet Man"" is played, whilst elsewhere Spielberg hits us with Hitchcock's ""Vertigo Zoom"". The film's all-male hunt against an unseen enemy further recalls Ford's ""The Lost Patrol"", whilst its elaborate last act recalls ""Lifeboat"". And of course ""Jaws"" is a virtual remake of ""Creature from the black Lagoon"", from which it takes its famous ""duh duh duh"" musical score, as well as numerous scenes, shot for shot. But most of all, ""Jaws"" beats the path of ""The Godfather"", a film that pioneered, in Hollywood, the pornographic technique of manipulating the audience into a state of delighted anticipation of each subsequent but oh-so-artful act of violence.

Prior to ""The Godfather"", Hollywood films generated, or at least tried to generate, concern for their vulnerable characters. With ""Jaws"", though, Spielberg appeals instead to the basest elements in our nature; in his hands, we cannot wait for the shark to claim another victim. Indeed, beginning with ""Jaws"", Spielberg made cold-hearted audience manipulation, in various guises, his signature track. Since then, the whole way in which popular entertainment operates has coarsened, the social and political consequences of which have been enormous. Of course Spielberg was simply part of an emerging trend. The true model for the cold-blooded cinema that ""Jaws"" exemplifies can be found in another time and place. The Third Reich created the approach; in its propagandistic works, audiences were encouraged to savour each new incidence of derision and abuse that befell Jewish characters.

Thematically ""Jaws"" is light (the shark's effects on local trade are quickly dismissed in favour of mechanical thrills). Where the film excels, where it breaks away from the 50's monster and 70's slasher genre, is in its masterful final act. Here, the haunted house goes out to sea in search of the slasher, our adventurers picked off ""Halloween"" style (with the genre's obligatory false-deaths) before a Moby Dick modelled showdown.

It is here where the film's characters - police chief Brody, goofy marine biologist Hooper and Quint (Robert Shaw), an Ahab-like fisherman who is obsessed with slaying the beast – develop. The last of these, Quint, is given a long histrionic speech, written by John Milius, in which he reminisces about a WW2 experience that plunged him into shark-infested waters (the passage links the film to pulpy movies of the 1950s, where atomic energy upsets Nature). Spielberg's inability to keep a reign on his older actors (Shaw was frequently drunk) and the input of Milius' pen (the rest of the film was written by Benchley, Gottlieb and Spielberg) created a mutiny of sorts, the result being the most well-drawn characters in Spielberg's filmography.

Ultimately, though, ""Jaws"" is a middle class, cosy version of ""Moby Dick"". The monster cathartically dies (Melville's whale survives), Quint is killed, and post-War virtues survive, Brody doggy-paddling back to his wife and family. Like ""Deliverance"" we are offered versions of threatened manhood, only here, Quint, a self-reliant, working-class, antiquated, thoroughly sexist, ruthless, raunchy and mad figure, is seen to be the anachronism. Quint is too powerful, too independent of traditional social ties, too prone to excess, too much a symbol of bourgeois independence, as dangerous to the social fabric of Amity's comfortable ""liberalism"" as the shark itself, and so he is cast aside.

In Spielbergland, paternal authority must always be restored, but not by Quint. Hopper and Brody on the other hand, are the mirror images of Quint. They are symbols of technology, genteel, inherited wealth, whilst the shark ultimately becomes another Spielbergian guarantor of domesticity. Be it dinosaurs, aliens, terrorists, Nazis, sharks, trucks, Germans, slave-traders or pirates, Spielberg's ""monsters"" are all symbols of paternal/national duty. Slay the beast for country and family, and all will be well. Family values, patriarchy, a kind of middle-class submissiveness, must always be restored. And this is the offencive thing about all of Spielberg's films: the absolute insistence on taking on the responsibilities of fatherhood, and thus restoration of a 1950s nuclear family, as an unquestionable and totally redemptive gesture.

8.9/10 - Worth multiple viewings.
9 out of 14 found this helpful. Was this review helpful? Sign in to vote.
Permalink",No rating,4 June 2010,tieman64,Jaws (1975),POSITIVE
We're gonna need a bigger boat...and probably a scarier shark,"Jaws is a thriller about a shark that has a taste for human blood, naturally this is going to be a problem as the summer season is actively approaching.

The actors don't really stand out but they play their roles well. The music is very well written and although most of the songs are forgettable, the main theme is pretty iconic. The dialogue is very effective at conveying the characters emotions in the moment feel very natural. The story is fairly basic and predictable but it has some interesting elements that keep it different. The movie does an excellent job building suspense, even though the shark itself isn't ever really scary.

The shark itself looks and behaves in ways that feel fake, especially in a scene near the end of the movie. It might be scary to some but for me it was rather laughable, luckily the suspense building and plot do enough to make up for that. A few characters never get enough development to be likable, in general characters are not particularly interesting.

It's fair to say at this point that Jaws is a classic and if you haven't seen it before you should! It's flawed and I have a hard time understanding how this film genuinely struck fear into many but the presentation of the plot, suspense and theme help this feel very immersive.",7/10,26 July 2024,AgentPhoenixxx,Jaws (1975),POSITIVE
"""This was not a boat accident!""","*The* original, classic man vs. nature thriller that ushered in the era of the ""summer blockbuster"", ""Jaws"" remains vivid, believable, and highly effective, more than 40 years after it was first released. Everything about it is memorable, from its set pieces to its shocks to its cast to its music to a young Steven Spielbergs' masterful direction, and these elements can thrill even the viewer who's seen them before. Any summer season simply wouldn't be complete without a viewing of it. The story is straightforward and compelling; the screenplay (final credit is given to author Peter Benchley and screenwriter / actor Carl Gottlieb, who plays newspaperman Meadows) trims the melodramatic fat from the Benchley novel and goes right for the thrills, which come frequently.

The story deals with a resort island community, named Amity, that finds its livelihood - and its citizens & visitors - threatened by a rogue great white shark, which just refuses to go away and insists on staying where the eating is good. Eventually, an expedition is launched to find and destroy the beast.

Roy Scheider is perfect as the Everyman hero, police chief Martin Brody, who tries to do the right thing and protect the people even when local authorities, mainly represented by stupidly stubborn mayor Larry Vaughn (Murray Hamilton), stress to him the importance of a financially successful summer season. Richard Dreyfuss is fun as the rich kid shark expert who tries to educate Vaughn and others on the facts of the great white. And Robert Shaw, in a scenery chewing performance, is brilliant as salty fisherman Quint, who has a generous array of the most quotable lines, including a speech regarding the men of the USS Indianapolis. Fine support is provided by Hamilton, Lorraine Gary as the loving and supportive wife, and Jeffrey Kramer as the deputy.

On location shooting in Martha's Vineyard supplies plenty of wonderful flavour, and who can ever forget *that* music by John Williams, the composer / conductor who's given us some of the best, most instantly recognizable movie themes of all time?

The stories of the making of the movie are now the stuff of legend, with the inability to get mechanical shark ""Bruce"" to function properly the ultimate happy accident, forcing the filmmakers to use subjective camera work and a very simple cue from Williams to indicate the sharks' presence. Among the iconic sequences are those of the first victim (Susan Backlinie) meeting her doom, the misguided attempt by two fishermen to catch the shark, Brody and Hoopers' night time search for the fish and an unpleasant surprise that drops into frame, the entire second half which is seagoing adventure at its finest, and the aforementioned USS Indianapolis speech.

An enduring part of the popular culture if ever there was one, ""Jaws"" is one of those movie milestones that any fan of the cinema ought to see at least once. It was extremely influential in its time, spawning a bunch of similar ""nature strikes back"" thrillers, and to this day it would be hard to swim in the ocean or just *think* of the ocean and not have ""Jaws"" on the brain.

10 out of 10.",10/10,26 June 2012,Hey_Sweden,Jaws (1975),POSITIVE
"""Just When You Thought It Was Safe To Go Back In The Water!""","Roy Scheider, Robert Shaw, Richard Dreyfuss and Lorraine Gary star in Steven Spielberg's 1975 thriller based on the novel. This takes place on a resort island, Amity and begins with a young girl falling victim to a great white killer shark. Soon, the shark kills again and starts terrorizing the residents on the beaches. Police chief, Martin Brody (Scheider) tries to keep them out of the water and stop the shark with help from a fisherman, Quint (Shaw) and marine biologist, Matt Hooper (Dreyfuss). Gary plays Martin's wife, Ellen who is also the mother of their 2 children. This classic paved the way for many killer shark/creatures in the water imitations. It's definitely one of Spielberg's best with a great cast and unforgettable score by John Williams that I recommend.
2 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7/10,15 August 2012,gwnightscream,Jaws (1975),POSITIVE
A well-made film which efficiently manipulate its elements of suspense and horror...,"The film opens with a shot of a group of teenagers enjoying a campfire out on Amity beach... A couple leaves the group for a midnight swim... The silhouette of a woman is seen in full flight toward the sea... Her dress, bra, and panties fly toward her drunk admirer who can't make a fist to catch them...

In a delicate splash, Chrissie goes swimming in the cold ocean, drawing herself into deeper water... When a wave of pressure lifts her up and eases her down, her face begins to show a certain fear... Her eyes go to the beach where her friend, too drunk to stand, is struggling with his shoe...

Chrissie turns and starts for shore... But her expression freezes... Something terrible is hurting her underneath... She struggles with all her forces, but she is soon submerged in a horrifying scene...

Police Chief Martin Brody (Roy Scheider) reacts quickly to the news of shark attack, and emerges with enough poster-board, wooden stakes, nails, paint and brushes to close every beach on the island...

But as Amity is a beautiful summer resort with clean air, clear water, and beautiful white sand beaches... Mayor Larry Vaughn (Murray Hamilton) tries with his town officials to convince the insecure police chief to file the incident as a 'boating accident.'

Brody reluctantly agrees, but later regrets his decision after few more fatal incidents... The shark has claimed Amity Island as his territory...

Quint (Robert Shaw), an eccentric old shark killer, offers to kill the menacing Great White Shark for ten thousand dollars...

Matt Hooper (Richard Dreyfuss), an arrogant young oceanographer, proves that the giant shark that killed Christine Watkins is still on the loose... 'They caught a shark. Not the shark,' he determines... and predicts future outbursts of attack activity in the area...

Brody, Quint and Hooper become allied in a life-and-death hunt... They go after the monstrous creature with rifles and poison pistols... They try to tire him, slowing him down with coiled ropes and barrels... They fight him with everything, harpoons, poles, gaffs and compressed air tanks...

Shaw is absolutely convincing as the colorful master fisherman whose obsession for destroying sharks was triggered by an actual incident in World War II...

Scheider is quiet likable as the dedicated family man who doesn't even like the water, swimming or boating... His line to Quint ('You're going to need a bigger boat."") suggests a specific cause...

Dreyfuss manages to humanize the picture while stealing it...

Spielberg alarms us with unexpected twists, and heart-stopping scenes wonderfully engaging... His grasp for sustaining the feeling of terror comes not only from what we see, but from what we're afraid we're going to see... He uses an imposing classical score to prepare the audience for something really scary that is about to show up...

With every breath, every thought, heart beat and movement, the realism of the increasing menace is present from the opening to the end... And believe me, we are never allowed the relief of looking away from the screen
49 out of 77 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9/10,9 August 2003,Nazi_Fighter_David,Jaws (1975),POSITIVE
Good,"JAWS was rightfully one of the year's most critically acclaimed movies and the recipient of an Academy Award nomination for Best Picture. It's the kind of film that proves that a small story can be much more meaningful than a larger one. Roy Scheider is wonderful as cop Martin Brody, who has relocated to a coastal island town. The screenplay is tight and well-written. The cinematography is stark and bare, with only the soundtrack adding some effect. From an artistic standpoint, there were some plot elements and character developments I didn't think were totally needed. They do however drive the story, which seemed to be their purpose, so I can accept them.
2 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7/10,18 August 2014,manitobaman81,Jaws (1975),POSITIVE
Review - Jaws,"This movie had one of the best marketing campaigns in cinema history. It is astounding to see the number of people who bite the bait of the tagline: ""You'll never go in the water again!"" However, Jaws shares more resemblance with The Old Man and the Sea than with Ridley Scott's Alien. Don't expect an alien-esque horror film. Jaws demands more patience to be enjoyable because, first and foremost, it is a fishing film.

That brings me to another misconception about the film, the beginning is slow, really slow, and pointless. Fortunately, Spielberg's skillful directing was there to insufflate some energy into that otherwise bothersome first act.

If you haven't already seen Jaws, I do say go for it. It remains a classic of Hollywood cinema, but keep in mind that what you are about to see is not an action film nor a horror film.
5 out of 11 found this helpful. Was this review helpful? Sign in to vote.
Permalink",5/10,2 March 2021,Maxence_G,Jaws (1975),POSITIVE
The true definition of a classic movie,"Jaws is a movie you can see one hundred times and it never gets old or fails to entertain in the way it had its first time. In fact, you love it more and more with each view. There is movie magic in this film that is almost divine. It almost feels like an artist throwing everything up against the wall and miraculously the material forms itself into some kind of vintage masterpiece. Where the movie really sets itself apart from the rest is in the final third, where it breaks all horror conventions by somehow formulating an iconic interaction of the three contrasting characters, all likable: Hooper, Quint, and Brody. The scenes the three of these have together are some kind of an ideal in filmmaking- they're raw, improvised, and each actor completely takes control of their characters in a way that makes the contrast feel even more real. It makes for great scenes, effective drama, and every moviegoer's favorite- memorable, quotable lines and dialogue. Shaw not receiving at least a nomination might be one of the top three biggest snubs in Academy Award history. His two iconic monologues, especially the Indianapolis, are among the most memorable in movie history. In fact, he not only should have been nominated, but he probably should have won. A classic movie, more rare than ever before in recent decades, is one you can watch over and over and never get bored or tired of it. It entertains constantly and finds a special place in your heart. It contains some sort of magic, perhaps with Jaws it is originality or just that raw, risk-taking filmmaking that just sticks, and you just can't seem to change the channel whenever it's on. It withstands the test of time and dozens of views. That is a rarity.",10/10,4 July 2016,heisenberg12,Jaws (1975),POSITIVE
An instant classic!,"When I first saw the film, ""Jaws"" I was immediately frightened by the unseen terror that pulls the human psychosis to the depths of the ocean...literally! Steven Spielberg had made himself the most successful director of all time when he went all out with this one! Running to the back of the house and turning all the lights on were just a few things I resorted to after watching the opening for the first time!!! I Never watched anymore of it until 1-3 years later. I was highly hesitant because to a young child, a skinny dippers suffering to the wrath of the giant unknown mouth was the most horrifying sequence in film history at the time...and it still is now! Once I finally got the courage to view the film, I was still in for a lot of surprises. The cinematography is superb in its ruthless attempt to bring the audience to the depths of a powerful ocean, and to the eyes of the dark, wretched creature the inhabits it. The story of the killer shark attacking the unfortunate island in the world is more than scary. It could have been any place in the world, and it had to be Amitty Island. The shark could have easily lost it's way in the swaying currents of the ocean, but as the opposite inhabitants of the beach get angry, this big mother is here to stay! The technique is wild, absolutely wild, and John Williams score earned more than an Oscar for it! Creepy piano notes enter this films titles, and the blue depths of the uncharted territory beneath the sea let us all know that no sense, however small, was to be spared. The first victim, alone will haunt those who view it for the rest of their days, and the rest of the story is more like a battle. This strange battle is often more focused on understanding the other side. What Brody, Quint, and Hooper must do is plunge into the depths themselves, and seek out the unruly monster of the sea. The common theme in this terrific classic is survival, and why not? Survival is a natural instinct to all animal alike. The shark must survive, as it makes so clear by snagging unsuspecting swimmers, but also the people, they to have to survive, but the island is not big enough for both man and fish together. Always a joy to experience over and over again, this film is the ultimate scare show to end them all! Sometimes, a lot of us fans can not seem to get enough of this instant classic!",10/10,10 March 2004,TruPretender,Jaws (1975),POSITIVE
Nearly perfect storytelling,"It's close-to-perfect storytelling. Sort of like having lightning in a bottle. The perfect balance between style and substance.

The perfect antagonist: a monster with ""dead eyes"", a mindless killer whose purpose is to eat as many humans as possible.

An excellent protagonist: a cop, torn between protecting the townsfolk and looking out for his own family, while striving to appease a myopic mayor who is more akin to the shark than to an empathetic human.

The perfect sidekicks: a brainy oceanographer, whose knowledge is vital to the mission, and a cantankerous but competent local fisherman with lots of baggage, but whose acumen as a sailor makes him indispensable. Quint's rough exterior masks a deeply wounded man, and we're only given enough of a glimpse of his pain to understand what drives him, but paradoxically, we are left knowing very little about him, still. ( If you haven't noticed, Quint is my favorite character)

The acting is well executed. The director's choices are impeccable. And the film is written to be tight and efficient. All this is accomplished without fancy CGI, in less runtime than the average modern blockbuster. Nearly... (because perfection doesn't exist) a perfect movie.",9/10,6 September 2023,matthewsneed,Jaws (1975),POSITIVE
We Need a Bigger Boat,"Producer Richard Zanuck at Universal bought the movie rights to Peter Benchley's novel ""Jaws"" before the book had even been published. Then he selected 27-year-old Steven Spielberg to direct, although the guy had only made a single feature film before (The Sugarland Express). The studio counted on a fairly simple shoot and aimed to have the movie ready for a Christmas premiere 1974.

In the movie, a New England coastal resort is terrorized by a giant white shark. Three men head out in a small fishing boat to kill it.

Unfortunately, problems arose immediately. Spielberg wanted to avoid shooting at the studio lot, and instead took the entire film crew to Martha's Vineyard on the east coast. Where there were difficulties with the unruly ocean, annoying crowds of curious tourists and the constant need to revise Peter Benchley's manuscript. But the biggest concern was caused by Bruce, the mechanical shark.

Bruce (so named after Steven Spielberg's lawyer) was built in three different versions, each with its own, specialized function. The first one sank, while the second exploded. It was only with the third, automated shark that the director was able to finish his film. But by now the shoot was so far over the schedule, that the crew believed they had a real disaster on their hands.

""Jaws"" was supposed to be opening for Christmas 1974, but because of all the delays it was pushed back to the summer of the following year. Back then, that was traditionally the time when the worst movies were dumped into theaters as people typically enjoyed the outdoors instead. But Universal aggressively marketed the film as an ""event"", especially in expensive, primetime spots on TV. And it worked. ""Jaws"" became the first movie to return over $100 million to its studio. The exciting era of the ""Summer Blockbuster"" was upon us.",8/10,26 February 2023,Prince-P,Jaws (1975),NEGATIVE
Roll Up - Roll Up - Meet the guy who didn't like it much!,"A killer shark throws a seaside town in to chaos.

In my movie writing I tend to be benign about movie that seek only to entertain the popcorn munchers, because they keep the industry going. However there are good popcorn movies and bad popcorn movies.

(Indeed there are popcorn movies that fall in to the middle.)

I was in the playground when this movie came out and the school morons thought this was fantastic - ""did you see that naked woman being bitten in half - wasn't that great. All that blood in the water - fantastic!"" They said, wide-eyed with wonder.

(In most movies rated PG women are not bitten in half, so congratulations to Steven S for getting a horror movie stunt shown to kids. And he repeated the trick in Jurassic Park!)

I am sorry that special effects were anything other than special in the 1970's. Yes the shark looks as dead as a dodo, but sharks do look a bit like that anyway. I have been to one of the few places where you can view sharks close to in safety and they do look a bit dead-in-the-eye. They like to come very close just to see you!

At the risk of starting a ""I'm right - you're wrong"" debate, let us look at what this is: A cheap thrill ride. Psycho and The Shinning were also cheap thrill rides, so let us not knock it for that, but it is worthless as any kind of document about sharks. A few rouge and hungry sharks kill humans, but they really don't like us much. Of all the food in the sea we are among their least favourite!

(Does Steven S ever think how much misinformation he has given the world with this film?)

The opening shots are, as our school moron said before, skillful and shocking. John Williams is a genius and produces more fright with a chamber orchestra than Spielberg does with a film camera! A master craftsman at work.

Sadly the script is flabby and indeed it is just an exercise in filling time before the next cheap thrill or even cheap thrill that never happens. When this film moves it moves well - but Schneider's paranoia is one note and pointless. We know he is right and the town-folk masses are wrong. A better script would have made him doubt himself.

We have read about how difficult life filming ""on the boat"" was. The steady cam - not available at the time - was designed to overcome these problems. It looks like they quit early, they could (and should) have extended the climax having kept us waiting for it for so long. Films like The Perfect Storm show that you can keep a scene going longer than they realized in the 1970's.

What I learned from Jaws is that films can get away with the murder if they open and finish well. What people who own the video or DVD do in the scenes that involve Schneider's troubled domestic life I don't know - probably hit fast forward I guess.

Most blockbusters are actually poor movies: Spiderman, Superman and Batman got a lot of hype and word-of-mouth - but future generations will see them as the flimsy flashy trash that they really are. What is the legacy of Jaws - spreading a load of c**p about the nature of sharks and making teenyboppers - who have even seen a real horror movie - scream?

Yes - there are plus points. Lots of pros at work both behind and in front of the camera and a great score - but all these people working their hardest cannot disguise that all they are working with a third rate pulp novel from a third rate novelist.",6/10,11 October 2004,Pedro_H,Jaws (1975),NEGATIVE
The First Summer Blockbuster,"I think this must be at least my 50th watch of Jaws. Steven Spielberg directs a masterclass in suspense with some excellent technical achievements alongside the exciting story. John Williams' score is possibly the best one of all time, the editing is brilliant, sound design and cinematography are also top notch. Roy Scheider is perfectly cast as Chief Brody and the banter between Richard Dreyfuss and Robert Shaw is worth the watch alone. Murray Hamilton is also great as the ignorant mayor and Lorraine Gary brings a warmth to the role of Ellen Brody. Highlights are the opening scene attack, Alex Kintner's death, the jump scare of the head inside the hull of the boat and Quint's monologue about the USS Indianapolis. Jaws is truly one of the best cinematic experiences of all time and every summer blockbuster thereafter have this film to thank for paving the way.
4 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,2 February 2024,deanosuburbia,Jaws (1975),POSITIVE
"Ladies and gentlemen, INTRODUCING... Mayor Larry Vaughn the B!@#$%d!","by no means a light-hearted family bonding movie of survival however. It's an outright claw and scramble your way to safety, every man for yourself - I guess we have to work together now bloodbath. This ride gets down to brass tacks right away. No build up. You are off on the first hill full speed ahead.

""Jaws"". humph. Jaws. Wrong title for this movie. The name of this film should be ""Mayor Larry Vaughn the B!@#$%d"". To me - what's the shark? The pinnacle of natural organic breeding that happened to spawn one of the biggest sharks on the planet. That's like anthropomorphizing a volcano and calling the film ""Lava Hands"". That mayor single-handedly murdered at least 5 poor innocent folks just to keep his little tourist town revenue stream up. But, like real life - I don't see jails for the likes of this guy. Sadly - in the end - we don't see him out on the boat, taking up arms, and dying trying to right things in the progress. Classic. Now that's real! Now, you would think these kinds of plot devices and over all story arc to not be a Spielberg trope or standby, odd - well, that's because this movie is actually based on a popular book released barely over a year prior; and after Steve processed it, add an timeless Mr. Williams - and bam. It's an instant classic movie.

The pacing in this film overall, and dating still stands up well to time. It has believable characters, the actors mesh well, and it has far more than it's share of horror aspects cemented in place. Horror? This is a horror movie? Oh, bet your ass it is - when you think about it, it's actually worse. This damn thing could be out there right now, stalking swimmers - ready to ""swallow whole"" the next hapless poor soul. It's a 25+', 3 ton, hunting, stalking, never-sleeping, murder machine.. and you cant see it until it's right up on ya. Oh, and by the way, bullets loose their kinetic energy after less feet in water than you realize. So good luck.

What's best overall about this film? IT IS PG. No kidding. This film had more gore than half the rated R horror films in the last 15 years, and it has legs, arms shooting off. It has people being eaten alive, bitten in half, and desperation at ridiculously stressful moments. It has FULL FRONTAL NUDITY. But - no swearing. Thank god! This might just be something you couldn't show at church. That's something I forget to mention about yesterday's film, Poltergeist... another Spielberg film - PG. No kidding there - faces ripped off, parents smoking pot with kids in the house, mom getting raped by a entity... but no swearing. Whew! This film, a first in it's series is a classic Hollywood example of starting a franchise after a clear ending - simply due to the overwhelming success. While it's not the first killer ""believable"" animal horror film, it's definitely one of the earliest that comes to mind in your average horror fan.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7/10,27 April 2016,timepilot3000,Jaws (1975),POSITIVE
Probably my favorite movie ever,"Why? because it tell you a story that is so well developed and explain everything the viewer needs to enjoy the film
4 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,19 January 2021,GonZamurai,Jaws (1975),POSITIVE
Jaws,"Probably the most inspired piece of casting in the movie is the use of Richard Dreyfuss as the oceanographer. He made this film soon after playing the driven, scheming, overwhelmingly ambitious title character in ""The Apprenticeship of Duddy Kravitz,"" and the nice kid, college-bound, in ""American Graffiti."" Here he looks properly young, engaging, and scholarly, and introduces the technical material about sharks in a way that reinforces our elemental fear of them. Which brings us to the shark itself. Some of the footage in the film is of an actual great white shark. The rest uses a mechanical shark patterned on the real thing. The illusion is complete. We see the shark close up, we look in its relentless eye, and it just plain feels like a shark. ""Jaws"" is a great adventure movie of the kind we don't get very often any more. It's clean-cut adventure, without the gratuitous violence of so many action pictures. It has the necessary amount of blood and guts to work -- but none extra. And it's one hell of a good story, brilliantly told.
5 out of 12 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6/10,10 September 2015,Zachary-gorman,Jaws (1975),POSITIVE
Men Acting Like Morons: The Movie,"Jaws is not about a giant shark, it is about the enormously stupid egos of a bunch of men living in a small seaside resort town near Cape Cod in the mid-1970s.

First there's the arrogance of the Mayor Vaughn, and the greed of associated town business men, then there's the arrogance of the three men out on the boat. Really unnecessary lengths of scenes are devoted to Brody, Quint and Hooper competing with each other and acting like jerks in a locker room.

I don't think this movie holds up well and I like horror films from the 1970s. This isn't really horror, it's more like an action film for dude bros to watch.

I mean, I hope you all realize this movie has been condemned by animal welfare interests and wildlife conservationists for its unrealistic demonizing of sea life. It's the entire reason we have Shark Week to educate ignorant people about the poor fish.",4/10,3 September 2024,thalassafischer,Jaws (1975),NEGATIVE
A classic for a reason.,"From the opening scene I'm hooked. Every time I see this film it's still as good as the first time. There's shark attacks, arguments about closing the beach, more shark attacks and finally the humans attack the shark. Phenomenal camera work, pacing and music. Great characterization: a shark freak from the institute, a police chief who's concerned for his town, a grizzled fisherman who's killed many sharks, and a mayor who is just after the dollar. Nothing bad about this movie at all, just perfect from start to finish.
4 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,9 August 2022,jj805282,Jaws (1975),POSITIVE
Jaws is horrifyingly unforgettable.,"Few films have made a more permanent impact on my life than Jaws did. This film absolutely terrified me as a kid, and I have more than once convinced myself that a great white shark was just below the surface of the water, even while I was swimming in a lake or a public pool. And while many people focus on the horror aspects of this movie, as they should, it also has fully rounded, relatable characters and lighthearted, humanizing scenes. It's no surprise to me that this film killed at the box office. Between Steven Spielberg's directing and John Williams' score, Jaws is horrifyingly unforgettable.
4 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9/10,25 July 2023,cricketbat,Jaws (1975),POSITIVE
